Strategy,Label
Ich versuche mich nicht in Gedanken mit der Grossfamilie sondern meinen Lieblingsfamilienmitgliedern zu beschäftigen,-1
ich besorge Essen und Trinken im Vorhinein,-1
"ich lade meine Familie in ein Lokal ein, da die Wohnung zu klein ist",-1
"ich besorge Biertische, damit alle Platz haben",-1
"ich fange bereits eine Woche vorher an, um alles einzukaufen",19
"ich plane viele Spiele, um Langeweile zu vermeiden",-1
ich bitte eines der Familienmitglieder mir zu helfen,21
"ich bedauere kurzfristig, kranzgeworden zu sein",-1
versuchen alles vorzubereiten,19
Ablenkung,-1
Noch mal alles Putzen,-1
versuchen positiv zu denken,-1
versuchen Spass zu haben,8
lockerer sein,-1
um Hilfe bitten,21
mit Freunden reden,-1
über Lösung bei Problemen nachdemken,-1
Jemanden bitten mir zu helfen.,21
Mit meiner Familie darüber reden.,29
Den Tag durchplanen.,19
Überlegen was passieren könnte + Massnahmen dagegen oder wie man damit umgehen könnte.,-1
Mich ablenken.,-1
Mit einer Freundin darüber beratschlagen.,28
"Mir in Erinnerung rufen, dass meiner Familie kleine Fehler nicht wichtig sein werden.",33
Aufräumen in der Wohnung,-1
Snacks kaufen.,11
Wohnung Zusammenräumen,-1
Tag genau durchplanen,19
"sich klar machen, dass nicht alles perfekt läuft",33
Notfallpläne erstellen,19
ich gut möglichst vorbereiten,19
Ablenkung suchen,-1
alles genau planen,19
Freund fragen ob er auch kommen möchte,-1
Familie um Meinung bitten ob man an alles gedacht hat,-1
sich nicht zu sehr stressen weil Grossfamilie sich trotzdem freuen werden,33
ich beruhige mich damit dass richtig und gut geplant zu haben,33
ich lasse den Tag auf mich zukommen wie er ist,-1
"ich beruhige mich, da es sich um meine Familie handelt",33
ich rufe einen Verwandten an und frage ihn ob das mit meiner Planung so passt,-1
ich mache Entspannungsübungen,5
ich tanze kurz,-1
"ich fahre mit dem Rad um den Block, ich",-1
"sie fragen, was es zum Essen/Trinken geben soll",-1
genug zum Essen/trinken bereitstellen,-1
"die Wohnung putzen, sauber machen",-1
Gesprächsthemen schon vorher überlegen,-1
"Fragen, ob mir Freunde bei der Vorbereitung helfen können",-1
Einen Zeitplan für den Tag machen,19
Erwartungen runterschrauben,-1
"Dir bewusst machen, dass du deiner Familie nichts beweisen musst",33
Einen Freund bitten dir zu helfen,21
Alkohol zur Beruhigung trinken,1
Zum Therapeuten gehen,6
Ich hole mir Hilfe bei der Planung/Organisation des Tages bei FreundInnen.,-1
Teile meiner Grossfamilie mit unter welchem Dock ich stehe und hoffe auf Verständnis.,-1
"Nehme den Druck raus, dass alles funktionieren muss.",-1
Bespreche mit FreundInnen meine Ängste.,18
"Teile die Aufgaben während der Party auf, damit nicht alleine Verantwortung trage.",-1
Ich bereite alles Stunden vorher vor und gebe mir sehr viel Mühe,19
"Ich achte darauf, Dinge vorzubereiten, die meine Familie gerne mag.",-1
"Ich versuche mich zu entspannen, gehe spazieren, mache Yoga, meditiere.",5
"Ich spreche mit meiner Familie darüber und gebe zu, dass ich sehr nervös bin.",-1
Ich versuche an mich selbst zu glauben und beruhige mich.,-1
Ich erzeuge eine entspannte & gemütliche Atmosphäre.,-1
Ich spreche mit Freunden über meine Gefühle,-1
Bereite alles optimal vor (Probl.prävention) > besseren Gefühl,-1
Betrinke mich schon vorher,12
"Lade Leute aus, d. Probleme machen könnten",-1
"Gehe Problemsituationen vorher durch, überlege m. Lösungen im Vorhinein",-1
Alles absagen („krank“ etc.),-1
"Rede m. Freunden, d. mich beruhigen",-1
Male m. schlimmste Situation aus > „auch kein Weltuntergang“,-1
schreibe einen Plan was zu tun ist,19
bitte eine Freundin mir zu helfen,21
lade die Grossfamilie wieder aus,-1
versuche rauszufinden warum ich vor meiner Grossfamilie Angst habe,-1
trinke ein Glas Wein,12
nehme Baldriantabletten,1
lasse mir ein Bad ein,5
spreche mit meiner Grossfamilie über meine Nervosität,18
schlafe bis die Familie kommt,-1
mache Musik an,-1
dreh den Fernseher auf,4
Alles gründlich vorbereiten,19
Plan (To do Liste) schreiben,19
Freund um Hilfe bitten,21
Familie informieren über Nervosität/Angst,18
Rechtzeitig alles fertig haben,19
Vor Besuch Zeit für Entspannung nehmen,5
Durch schöne Erinnerungen mit Fam. versuchen Freude > Angst,-1
Fam.mitglieder bitten früher kommen & helfen,-1
"Plan B überlegen, wenn etwas schief geht",-1
Ich plane alles in kleinste Detail - so dass nichts schiefgehen kann.,19
Ich bitte Freunde um Hilfe bei der Organisation.,-1
Ich lasse eine Eventagenten das machen,-1
Ich informiere schon im Vorhinein meine Grossfamilie was ich mir vorstelle,-1
Ich suche das Gespräch zu meiner Mutter und erläutere ihr meine Sorgen und frage ob sie mich unterstützen kann.,-1
"Ich versuche mit jenen Personen, die Reibungspunkte verursachen können vorher unter vier Augen zu reden.",-1
"Ich spreche am Anfang der Feier ein paar Worte, um allen Anwesenden den tatsächlichen Grund der Feier nochmals ins Gedächtnis zu rufen.",34
lange vorher alles einkaufen + vorbereiten,19
mit Familie über Angst reden,18
bitten Familie Rücksicht zu nehmen,-1
Familie bitten zu helfen,21
spazieren gehen vor deren Ankunft um runter zu kommen,-1
Freunde um Hilfe bitten,21
ein Glas Wein zur Entspannung vorher trinken,12
Essen bestellen um nicht noch mehr Stress zu erzeugen,-1
am Tag selber früh aufstehen + putzen,19
nähere Verwante um bitten etwas früher zu kommen,-1
Ich bereite alles gut vor damit nichts schiefgehen kann,19
"Ich denke, dass es ein Familientag ist und nicht alles perfekt sein muss",33
"Ich bitte sie darum, mir bei den Vorbereitungen mitzuhelfen",-1
Ich denke positiv,-1
"Ich erinnere mich daran, dass es keinen Grund zur Nervosität gibt",-1
Ich bitte Freunde um Hilfe bei der Vorbereitung,-1
Ich versuche nicht krampfhaft alles perfekt zu machen,-1
Ich erstelle einen Zeitplan für die Vorbereitung,19
Ich höre entspannende Musik bevor alle kommen,4
Ich bestelle anstatt selbst zu kochen,-1
Ich frage Freunde nach Hilfe,21
Ich tue d. bestmögliche damit es problemlos verläuft,19
Ich berichte meiner Familie v. meiner Angst,18
Ich vertraue darauf dass schon alles gut wird,-1
"Ich erinner mich daran, dass es sich um meine Familie handelt, die mich kennt u. liebt u. deine Fehler verstehen wird",33
Ich spiele d. Wichtigkeit d. Treffens runter,-1
"Ich rede mir gut zu, dass ich erwachsen bin u. mein Selbstbewusstsein nicht abhängig v. d. Zustimmung meiner Familie ist",-1
Ich versuche mich mit Hilfe meines Partners zu beruhigen.,-1
Ich nehme mir vor meine Sorge mit der Familie zu teilen.,-1
Ich fokussiere mich noch intensiver auf die Planung,-1
Ich rufe einen mir nahe stehenden Verwandten an und hoffe auf eine beruhigende Wirkung,-1
"Ich lenke mich mit Aktivitäten ab, da die Sorge unbegründet ist.",4
ich rede mit meinen engsten Kollegen darüber,28
"ich überlege mir Spiele und Strategien, um den Tag bestmöglich zu verbringen",19
"ich überlege, was das schlimmste Szenario wäre",-1
"wenn sich Verwandte streiten, kann ich das nicht kontrollieren",-1
"ich sorge für gute Musik + Wein, hilft immer.",4
"ich bitte meine Verwandten im Vorhinein, friedlich zu bleiben",-1
"ich time den Tag so, dass nie alle gleichzeitig in der Wohnung sind",-1
Ich kontrolliere alle Vorbereitungen,19
Ich erinnere mich daran das es nur meine Familie ist und ich keine Angst haben muss,33
So viel wie möglich vorbereiten,19
"Mir Sicherheit bei engen Verwandten (Eltern, Geschwister) holen",-1
"Jemanden aus der Familie bitten, mir zu helfen",21
Die Wohnung gründlich putzen,-1
Ausreichend vorbereitungen treffen,19
Mich auf die Feier freuen,-1
Ein Glas Alkohol trinken,12
Gut organisieren,19
Alles vor dem Besuch erledigen,7
"Familie sagen, dass noch nicht alles Perfekt ist",33
Nahe Freunde zur Unterstützung holen,21
Bis zu deren Ankunft nicht daran denken,-1
Sich sagen dass eh nie alles glatt läuft 6 dass das normal ist,33
Nur Familie einladen mit der man sich wohl fühlt,-1
"Teile d. Grossfamilie bitten, Feier mit zu organisieren",-1
"Alles exakt planen, mehrmals durchgehen",19
"Entspannen (z.b. Bad, etc)",5
Hilfe (zum Planen) suchen,-1
Feier absagen,17
"Ablenken (Sport, etc)",4
Mit Freunden darüber reden,27
Etw. (alkohol) trinken,12
Wohnung putzen,-1
Tag planen,19
Rechtzeitig alles vorbereiten,19
Mit Familie über Angst sprechen,18
Einige der Familie bitten früher zu kommen um zu helfen,-1
Freunde bitten bei der Vorbereitung zu helfen,-1
To Do Liste anfertigen,19
aufräumen,-1
Nicht kochen sondern Essen bestellen,11
Zeitplan/To-Do-Liste für Organisation der Feier erstellen & diese(n) auch so umsetzen,19
Früh genug mit Vorbereitungsarbeiten beginnen,19
"Freunde fragen, ob sie helfen können",21
"Sich selbst vorsagen, dass alles perfekt wird",23
"Ich bereite alles so gut vor wie ich nur kann (Essen, Getränke, etc.)",-1
Ich weiss dass meine Familie sich freundlich und anständig verhält,-1
Ich nehme Freunde zur Hilfe und rede darüber,-1
Ich rauche Gras,11
Ich meditiere,5
Ich rede mit der Familie über die Angst,18
Ich bereite im Vorhinein alles perfekt vor,19
Ich überdenke alles mehrmals,-1
Ich sage meiner Familie ab,7
"Ich versuche mich zu beruhigen, finde ich mir sage dass es egal ist ob alles perfekt abläuft und mich auf das konzentriere was ich habe: eine Familie!",33
"Ich bereite alles gut vor, damit alles klappt.",19
Ich verteile die Aufgaben für die Vorbereitung auf mehrere Personen.,-1
Ich trinke ein Glas Wein zur Entspannung.,12
"Ich stelle einen genauen Zeitplan auf, wann was noch zu tun ist.",19
Ich sage die Feier ab.,17
"Freunde um Hilfe bitten, beim Vorbereiten",-1
"Familie um Hilfe bitten, beim Vorbereiten",-1
"auf die Vorbereitung konzentrieren, ablenken",4
"Zocken, ablenken ^^, Familie:",4
"Grossfamilie bitten, nicht zu kommen",-1
"Freunde/Partner bitten, Dir behilflich zu sein",21
Familie im Vorhinein über mögliche Mängel informieren,-1
"versuchen, sein Bestes zu geben",24
Einzugsfeier verschieben > Angst hinauszögern,-1
"Alles detailliert planen, damit nichts schiefgehen kann",19
etwas Auszeit nehmen um runter zu kommen,5
Früh genug Vorbereiten,19
Um Hilfe Fragen beim Vorbereiten,-1
Realistische Ansprüche an sich selber machen,23
Tipps von Freunden einholen,21
Der Familie die Situation schildern,-1
sich einen Plan machen,19
"reflektieren, warum man Angst hat",18
"Die Familie fragen, ob sie Essen mitbringen",-1
sich nicht zu viele Gedanken machen,-1
sich versuchen zu freuen,-1
"Ich erzähle meiner Familie, dass ich Angst habe",-1
Ich organisiere alles bin ins kleinste Detail,19
Ich putze die Wohnung,-1
Ich rede mit einer Freundin darüber,28
Ich lade eine gute Freundin als Unterstützung ein,-1
Ich nehme etwas Pflanzliches zur Beruhigung,1
Ich wende Entspannungstechniken an,5
Ich koche das Lieblingsessen meiner Familie,-1
Ich begrenze die Dauer der Feier auf eine gewisse Zeit,-1
Ich sage die Feier ab,17
Ich hole mir Hilfe bei der Vorbereitung.,-1
Ich versuche mich schon im Vorfeld um die Organisation zu kümmern.,19
"Ich lade nur diejen außer meiner Familie niemand Ich lade andere Personen außer der Familie getrennt ein, um Konfliktpotential und Überfüllung? zu verhindern.",-1
Ich spreche mit der Familie über meine Sorgen und und um darüber lachen zu können.,-1
Ich lenke mich vor dem grossen Event mit Sport ab.,-1
"Ich rede mir ein, dass es auch in Ordnung wäre, wenn etwas schief geht.",33
Ich putze meine Wohnung und stelle ein Programm für den Tag zusammen.,19
"Ich denke daran, dass es meine Familie ist und es sicher ein schöner Tag wird.",33
Sorgfältig planen,19
Alles selber machen & nachkontrollieren,-1
Putzen,-1
ablenken (Computer spielen),4
meditieren,-1
Partyplaner organisieren,-1
Ich plane & bereite alles gut vor,19
"Ich mach mir klar, dass ich nichts besser vorbereiten hätte können",33
"Ich sage mir, dass es nicht so schlimm ist, wenn was schief läuft. Die Familie versteht sowas & erwartet keine Perfektion",33
Ich bitte Mama um Hilfe bei Vorbereitung,-1
Ich überprüfe alle Vorbereitungen doppelt,19
Ich sage die Party ab,17
Ich weise alle auf gesittete Verhaltensweise hin,-1
Ich lasse los und habe Spass,-1
Ich gebe ihnen die falsche Adresse und welche melde mich nicht mehr,-1
Ich mache Entspannungsübungen,5
"Ich male mir aus, was das Schlimmste ist, was passieren könnte und wie ich damit trotzdem leben könnte",33
"Ich bitte meine Familie, sich zu benehmen",-1
Ich bereite alles perfekt vor,19
Ich mache mir einen Entspannungstee,5
ich führe mir vor Augen wie lustig es wird,-1
Ich beginne Musik zu hören,-1
"mir klarmachen, dass es MEINE Wohnung ist und dass es das wichtigste ist, dass ich mich wohl fühle und nicht, dass es anderen gefällt",-1
"Vertrauensperson (Freund, Schwester) zur Unterstützung holen",21
Vertrauensperson von meiner Angst erzählen,18
früh aufstehen und alles perfekt herrichten,19
"Ich suche mir ganz konkret Vertraute (Mutter, Bruder) und berichte ihnen über meine Nervosität",-1
Ich bitte sie um Hilfe bei der Organisation,-1
Ich bitte Sie an dem Tag schon etwas früher zu kommen,-1
"Ich rede mir ein, dass es so schlimm schon nicht wird",33
Ich suche die Flucht nach vorne und gebe mich auf der Party so natürlich wie möglich,-1
"Ich halte eine Rede und sage, dass ich mich freue, dass alle da sind, ich aber ganz schön aufgeregt bin.",-1
Bis der Tag kommt lenke ich mich ab,4
Ich versuche alles rechtzeitig einzukaufen und zu erledigen,19
einen Plan erstellen wie die Feier ablaufen könnte,19
jemanden bitten mir zu helfen,21
"alles rechtzeitig organisieren, damit ich keinen Stress bekomme",19
"an die positiven Dinge denken, daran, dass es eine schöne Feier wird",33
Planung aufstellen,19
"bewusst sein, dass keine der Familie böse sein wird",33
"Hilfe holen (Geschwister, Eltern …)",21
"Liste mit allem was schief laufen kann aufstellen und bewusst werden, dass nichts wirklich schlimm ist.",33
vorher mit allen Mitgliedern sprechen,-1
alles sorgfältig planen,19
jemanden um Hilfe bei der Organisation der Feier bitten,-1
Feier absagen,17
Entspannungstechnik/Meditation,5
"beten, dass alles gut geht",-1
Vorkehrung gegen drohende Probleme treffen,-1
mit Freunden darüber sprechen,27
"mich ablenken, bis es losgeht",4
sagen es muss nicht alles perfekt laufen,33
andere als Vorbereitungshilfen,-1
alles gut durchplanen,19
"Hauptsache alle haben Spass, es läuft eh nicht perfekt",33
mit Familie sprechen,-1
für genug Unterhaltungsmöglichkeiten sorgen,-1
"Angst wegschieben, Tag einfach geniessen",-1
Ich bereite alles genauestens vor.,19
Ich hole mir Freunde zu Hilfe um die Wohnung herzurichten für die Feier.,-1
"Ich koche etwas Gutes, aber nicht aufwendiges.",-1
Ich mache mir einen Plan was ich nicht vergessen darf und gehe dies durch.,-1
Ich frage Freunde ob ich etas vergessen habe für die Feier.,-1
"Ich telefoniere mit meinen Eltern und sage ihnen, dass ich nervös bin.",-1
Die Nachbarn über die Feier informieren.,-1
Tätigkeiten „auslagern“ z.B. bitten zu kochen o.Ä.,-1
evtl. Mitbewohner bitten zu helfen,21
Zimmer/Wohnung zusammenräumen,-1
"Ich bereite alles so vor, wie ich es mir vorstelle",19
Ich bitte meine engste Familie um Hilfe & Unterstützung,21
Ich bitte Freunde um Hilfe,21
Ich verschaffe mir genügend Zeit um alles vorzubereiten,19
Ich sage den Tag ab,17
Ich telefoniere regelmäßig mit ihm.,10
Ich versuche das Treffen trotzdem zu organisieren.,-1
Ich vergesse ihn.,9
Ich mache freitags etwas anderes.,-1
"Ich frage ihn, ob ein anderer Wochentag auch ginge.",14
Ich suche mir neue Freunde.,13
Ich ergattere eine Stelle bei ihm.,-1
versuchen den Kollegen zu vergessen,9
Vorkommnisse mit einer anderen Person besprechen,-1
den Kollegen stattdessen anrufen,10
einen anderen Tag fuer das Treffen finden,14
ebenfalls die Abteilung wechseln ,17
Fragen ob er sich trotzdem treffen moechte,14
In anrufen,10
Weinen,12
Queer Eye schauen,-1
Eine Ersatzperson finden,21
Neue Beschaeftigung fuer Freitags finden,0
Ihn zum Mittagessen einladen,-1
Ihm von deinen Gefuehlen erzaehlen,0
Tagebuch schreiben,-1
Einen Kuchen essen,11
Musik hoeren,-1
mit dem Kollegen telefonieren,10
ihn außerhalb der Arbeit treffen,-1
mit einem anderen Kollegen in das Cafe gehen,15
mit Freunden außerhalb der Arbeit treffen,13
"etwas anderes machen, lesen,",8
Ich rufe ihn an und probiere die Freundschaft ausserhalb der Firma zu verlegen.,-1
"Ich verstaerke meinen sozialen Kreis in der Firma mit den Leuten, die ich laufend sehe.",0
"Ich probiere ihn zu vergessen und nuetze die freigewordene Zeit fuer andere Dinge, die ich gerne mache.",0
auf einen anderen Tag legen,14
Telefonieren/SMS,10
jemand neues suchen,17
mit Freunden/Familie reden,29
Briefe schreiben,-1
wo anders treffen,14
nicht nur auf einen Kollegen verlassen > Gruppe,-1
Sport,-1
Film schauen,4
Ich frage ob ihm ein anderer Tag besser passen wuerde.,0
Ich schlage vor uns in seiner Abteilung zu treffen.,14
Ich rufe ihn an um ueber die Vorkommnisse zu sprechen.,0
"Ich frage ihn, weshalb er nicht mehr kommt und sage, dass mich das traurig stimmt.",-1
Ich versuche ihn mit eine/m neue/n Kolleg/in zu ersetzen.,-1
Ich gehe in dieser Zeit alleine in ein Cafe und lese.,-1
"Ich denke nach ueber die Ursachen, dass",0
"Kollegen fragen, ob dies weiterhin moeglich waere",0
an anderem Tag auf nen Cafe treffen,15
sich Freitags mit anderen Kollegen ins Cafe setzen & ueber Arbeit reden,0
Freitags mit Freundin Kaffee trinken gehen,-1
Freitags joggen gehen,-1
Freitags ein „Nap“ machen,5
